callDateTime,priority,district,description,callNumber,incidentLocation,location
07/15/2015 07:42:00 PM,Low,SW,INVESTIGATE,P151962747,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
07/15/2015 07:44:00 PM,Medium,SE,DISORDERLY,P151962748,400 N KENWOOD AV,"(39.2958960,-76.5780950)"
07/15/2015 07:43:00 PM,Low,ED,INVESTIGATE,P151962749,3900 E MONUMENT ST,"(39.3003510,-76.5655960)"
07/15/2015 07:44:00 PM,Medium,NE,911/NO  VOICE,P151962750,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/16/2015 11:46:00 AM,Medium,CD,911/NO  VOICE,P151971096,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/16/2015 11:46:00 AM,Medium,WD,911/NO  VOICE,P151971097,2500 PENNSYLVANIA AV,"(39.3104900,-76.6435070)"
07/16/2015 11:46:00 AM,Low,NW,Transport,P151971098,NORTHWEST DISTRICT,"(39.349975,-76.693382)"
07/15/2015 07:39:00 PM,Medium,SW,911/NO  VOICE,P151962751,2500 FREDERICK AV,"(39.2835070,-76.6561150)"
07/15/2015 07:44:00 PM,Medium,CD,911/NO  VOICE,P151962752,1500 DRUID HILL AV,"(39.3035641,-76.6309266)"
07/15/2015 07:47:00 PM,Medium,NE,911/NO  VOICE,P151962754,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/15/2015 07:49:00 PM,High,SW,Field Interview,P151962755,3700 BLK OLD FREDERICK RD,"(39.2836920,-76.6774970)"
07/15/2015 07:47:00 PM,Low,SD,TRESPASSERS,P151962756,2600 LEAHY ST,"(39.2669343,-76.5806322)"
07/15/2015 07:49:00 PM,High,CD,Traffic Stop,P151962757,DOLPHIN ST/MCCULLOH ST,"(39.301748,-76.626778)"
07/15/2015 07:48:00 PM,Low,ND,HIT AND RUN,P151962758,1500 MEDFIELD AV,"(39.3385942,-76.6439283)"
07/15/2015 07:47:00 PM,Medium,SD,OTHER,P151962759,FRB0,"(39.265849,-76.578932)"
07/15/2015 07:48:00 PM,Medium,SE,DISORDERLY,P151962760,2100 FLEET ST,"(39.2850331,-76.5868870)"
07/15/2015 07:48:00 PM,Medium,SD,PROSTITUTION,P151962761,CAMBRIA ST/EVERETT ST,"(39.232083,-76.590711)"
07/15/2015 07:49:00 PM,Medium,SW,911/NO  VOICE,P151962762,5000 BRIARCLIFT RD,"(39.2937143,-76.7065642)"
07/15/2015 07:47:00 PM,Low,CD,INVESTIGATE,P151962763,300 W CAMDEN ST,"(39.2852896,-76.6192440)"
07/15/2015 07:46:00 PM,Medium,SW,DISORDERLY,P151962764,4500 EDMONDSON AV,"(39.2935309,-76.6917679)"
07/15/2015 07:44:00 PM,Medium,CD,FAMILY DISTURB,P151962765,600 GEORGE ST,"(39.2958028,-76.6293519)"
07/15/2015 07:50:00 PM,High,NE,Traffic Stop,P151962766,2100 BLK BELAIR RD,"(39.3159352,-76.5805380)"
07/15/2015 07:50:00 PM,High,WD,Traffic Stop,P151962767,1800 FREDERICK AV,"(39.2872890,-76.6451806)"
07/15/2015 07:50:00 PM,Non-Emergency,ED,VEHICLE DISTURB,P151962768,1600 BLK CLIFTVIEW AV,"(39.3153346,-76.5955524)"
07/15/2015 07:50:00 PM,Medium,NW,911/NO  VOICE,P151962769,4800 SETON DR,"(39.3438490,-76.7081460)"
07/15/2015 07:50:00 PM,Medium,SW,LYING IN STREET,P151962770,W NORTH AV/BLOOMINGDALE RD,"(39.308934,-76.671128)"
07/15/2015 07:50:00 PM,Medium,ND,FAMILY DISTURB,P151962771,2800 GUILFORD AV,"(39.3221760,-76.6135110)"
07/15/2015 07:49:00 PM,Non-Emergency,SD,SUPV COMPLAINT,P151962772,3800 8TH ST,"(39.2334380,-76.6005740)"
07/15/2015 07:52:00 PM,High,SD,Field Interview,P151962773,S ADDISON ST/DOVER ST,"(39.284731,-76.645866)"
07/15/2015 07:50:00 PM,Medium,ED,911/NO  VOICE,P151962774,3900 PULASKI HY,"(39.2968916,-76.5638947)"
07/15/2015 07:52:00 PM,Low,ND,OTHER,P151962775,MARYLAND AV/W 0TH ST,"(39.317788,-76.618353)"
07/15/2015 07:52:00 PM,Medium,SD,PROSTITUTION,P151962776,3600 BLK FAIRHAVEN AV,"(39.2325633,-76.5906823)"
07/15/2015 07:51:00 PM,Medium,SD,DISORDERLY,P151962777,STEVENSON ST/E FORT AV,"(39.270553,-76.598200)"
07/15/2015 07:55:00 PM,High,ND,RA POLICE,P151962778,N CHARLES ST/E 0TH ST,"(39.317840,-76.616999)"
07/15/2015 07:52:00 PM,Low,SW,LARCENCY,P151962780,4600 EDMONDSON AV,"(39.2938898,-76.6942698)"
07/15/2015 07:55:00 PM,Low,NE,AUTO ACCIDENT,P151962781,LAKE MONTEBELLO,"(39.331424,-76.581140)"
07/15/2015 07:55:00 PM,Medium,SE,NARCOTICSOutside,P151962782,0 S KRESSON ST,"(39.2929159,-76.5599674)"
07/15/2015 07:55:00 PM,High,SW,AUDIBLE ALARM,P151962783,500 S BEECHFIELD AV,"(39.2777400,-76.6948460)"
07/15/2015 07:57:00 PM,High,WD,Traffic Stop,P151962784,S FULTON AV/FREDERICK AV,"(39.287377,-76.645162)"
07/15/2015 07:56:00 PM,Low,TRU,LARCENY F/AUTO,P151962785,3100 E MONUMENT ST,"(39.2993554,-76.5736858)"
07/15/2015 07:57:00 PM,Medium,NE,911/NO  VOICE,P151962786,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/15/2015 07:58:00 PM,High,WD,RA POLICE,P151962787,EDMONDSON AV/N WARWICK AV,"(39.294726,-76.656328)"
07/15/2015 07:57:00 PM,Medium,NE,BURGLARY,P151962788,4100 ORCHARD RIDGE BL,"(39.3100414,-76.5605612)"
07/15/2015 07:58:00 PM,Medium,NE,911/NO  VOICE,P151962789,6700 MORAVIA RD,"(39.3134698,-76.5436177)"
07/15/2015 07:56:00 PM,Low,ED,SEE TEXT,P151962790,1800 ORLEANS ST,"(39.2961670,-76.5919375)"
07/15/2015 07:55:00 PM,High,NE,AUTO ACC/INJURY,P151962791,HARFORD RD/CHESTERFIELD AV,"(39.331394,-76.579513)"
07/15/2015 07:54:00 PM,Medium,SW,911/NO  VOICE,P151962792,2500 W LEXINGTON ST,"(39.2902867,-76.6559288)"
07/15/2015 07:59:00 PM,Medium,NE,911/NO  VOICE,P151962793,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
07/15/2015 07:58:00 PM,High,NW,SILENT ALARM,P151962794,4300 GARRISON BL,"(39.3360950,-76.6850510)"
07/15/2015 07:57:00 PM,Medium,NE,DISORDERLY,P151962795,4300 SHAMROCK AV,"(39.3270610,-76.5635060)"
07/15/2015 07:59:00 PM,Medium,ED,DISORDERLY,P151962796,900 N EDEN ST,"(39.3003868,-76.5994536)"
07/15/2015 07:59:00 PM,Low,NE,HIT AND RUN,P151962797,1500 E COLD SPRING LN,"(39.3463860,-76.5910470)"
07/15/2015 07:58:00 PM,Low,NE,INVESTIGATE,P151962798,6700 MORAVIA RD,"(39.3134698,-76.5436177)"
07/15/2015 08:00:00 PM,Medium,WD,911/NO  VOICE,P151962799,1000 W BALTIMORE ST,"(39.2889640,-76.6339440)"
07/15/2015 08:02:00 PM,High,NE,Traffic Stop,P151962800,2500 BLK ROBB ST,"(,)"
07/15/2015 08:01:00 PM,Medium,WD,DISORDERLY,P151962801,1000 W LAFAYETTE AV,"(39.2993730,-76.6347849)"
07/15/2015 08:02:00 PM,Medium,NW,DISORDERLY,P151962802,3700 GREENSPRING AV,"(39.3322087,-76.6561007)"
07/15/2015 08:02:00 PM,Medium,SD,FAMILY DISTURB,P151962803,4100 MORRISON CT,"(39.2283763,-76.5880404)"
07/15/2015 08:03:00 PM,Medium,CD,JUV DISTURBANCE,P151962805,2200 MCCULLOH ST,"(39.3096222,-76.6365676)"
07/15/2015 08:04:00 PM,High,NW,Traffic Stop,P151962806,REISTERSTOWN RD/TIOGA PY,"(39.320091,-76.653610)"
07/15/2015 08:03:00 PM,Medium,NW,COMMON ASSAULT,P151962807,3700 GREENSPRING AV,"(39.3322087,-76.6561007)"
07/15/2015 08:04:00 PM,Medium,NW,911/NO  VOICE,P151962808,6600 PARK HEIGHTS AV,"(39.3612497,-76.6984637)"
07/15/2015 08:04:00 PM,Medium,NE,911/NO  VOICE,P151962810,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
07/15/2015 08:04:00 PM,Low,SD,OTHER,P151962811,900 RAMSAY ST,"(39.2838340,-76.6321990)"
07/15/2015 08:05:00 PM,Low,SD,INVESTIGATE,P151962812,1500 W PATAPSCO AV,"(39.2497830,-76.6405870)"
07/15/2015 08:04:00 PM,Medium,ND,DISORDERLY,P151962813,5200 YORK RD,"(39.3522360,-76.6105171)"
07/15/2015 08:07:00 PM,High,WD,Traffic Stop,P151962814,1900 W BALTIMORE ST,"(39.2883840,-76.6470949)"
07/15/2015 08:05:00 PM,Medium,ND,DISORDERLY,P151962815,5700 THE ALAMEDA,"(39.3610455,-76.5944342)"
07/15/2015 08:02:00 PM,Medium,NE,911/NO  VOICE,P151962816,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
07/15/2015 08:06:00 PM,Medium,SW,911/NO  VOICE,P151962817,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
07/15/2015 08:04:00 PM,High,NE,SILENT ALARM,P151962818,4800 ABERDEEN AV,"(39.3196182,-76.5513153)"
07/15/2015 08:08:00 PM,High,ED,SHOOTING,P151962819,1700 RUTLAND AV,"(39.3100010,-76.5931570)"
07/15/2015 08:05:00 PM,Low,SE,INVESTIGATE,P151962820,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
07/15/2015 08:06:00 PM,Medium,WD,DISORDERLY,P151962821,BRADDISH AV/W LAFAYETTE AV,"(39.298310,-76.659595)"
07/15/2015 08:06:00 PM,Medium,WD,DISORDERLY,P151962822,1800 N PULASKI ST,"(39.3087779,-76.6515030)"
07/15/2015 08:09:00 PM,High,WD,Traffic Stop,P151962823,1700 W LOMBARD ST,"(39.2858462,-76.6552214)"
07/15/2015 08:09:00 PM,Medium,NE,UNFOUNDED,P151962824,4200 BLK SHELDON AV,"(39.3287060,-76.5644730)"
07/15/2015 08:08:00 PM,Medium,ED,911/NO  VOICE,P151962825,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
07/15/2015 08:08:00 PM,Medium,SW,JUV DISTURBANCE,P151962826,3000 POPLAR TE,"(39.3129760,-76.6679460)"
07/15/2015 08:04:00 PM,Medium,NE,911/NO  VOICE,P151962827,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/15/2015 08:09:00 PM,Medium,SW,911/NO  VOICE,P151962828,500 N ATHOL AV,"(39.2923579,-76.6893446)"
06/01/2015 08:26:00 PM,High,NW,ROBBERY ARMED,P151522721,E0,"(38.1877274,-76.4306578)"
07/15/2015 08:10:00 PM,Medium,ED,DISORDERLY,P151962829,E MADISON ST/N BELNORD AV,"(39.300038,-76.578846)"
07/15/2015 08:09:00 PM,Low,ED,INVESTIGATE,P151962831,1000 EDISON HY,"(39.3029101,-76.5728709)"
07/15/2015 08:11:00 PM,Medium,CW,Lab Request,P151962832,400 E LEXINGTON ST,"(39.2916460,-76.6100823)"
07/15/2015 08:12:00 PM,Low,WD,WANTED ON WARR,P151962833,WESTERN DISTRICT,"(39.300318,-76.644534)"
07/15/2015 08:11:00 PM,Medium,NE,911/NO  VOICE,P151962834,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/16/2015 05:22:00 AM,Low,SE,LARCENY F/AUTO,P151970376,100 N LAKEWOOD AV,"(39.2933260,-76.5793600)"
07/16/2015 05:23:00 AM,Medium,SE,SICK CASE,P151970377,2000 BROENING HY,"(39.2696245,-76.5431462)"
07/16/2015 05:22:00 AM,High,CD,SILENT ALARM,P151970378,300 LIGHT ST,"(39.2851556,-76.6140638)"
07/16/2015 05:21:00 AM,Non-Emergency,ED,Repo,P151970379,1200 N BOND ST,"(39.3045880,-76.5968640)"
07/16/2015 05:28:00 AM,Non-Emergency,SE,Other,P151970380,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/16/2015 05:27:00 AM,Non-Emergency,NE,Repo,P151970382,5500 CEDONIA AV,"(39.3336540,-76.5329550)"
07/16/2015 05:31:00 AM,Medium,NW,COMMON ASSAULT,P151970384,3800 OAKFORD AV,"(39.3361366,-76.6790197)"
07/16/2015 05:31:00 AM,Low,CD,OTHER,P151970385,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/16/2015 05:36:00 AM,Non-Emergency,NE,Foot  Patrol,P151970386,6200 BELAIR RD,"(39.3502215,-76.5362866)"
07/16/2015 05:32:00 AM,Non-Emergency,NE,Repo,P151970387,5600 PURDUE AV,"(39.3566080,-76.5938320)"
07/16/2015 05:35:00 AM,Medium,NW,POSSIBLE,P151970388,REISTERSTOWN RD/OCALA AV,"(39.320963,-76.654255)"
07/16/2015 05:35:00 AM,Medium,NW,ANIMAL DISTURB,P151970389,2300 BLK OCALA AV,"(39.3206603,-76.6549417)"
07/16/2015 05:38:00 AM,Medium,CD,911/NO  VOICE,P151970391,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/16/2015 05:39:00 AM,Medium,CD,DISORDERLY,P151970392,0 N CALVERT ST,"(39.2899299,-76.6123462)"
07/16/2015 05:38:00 AM,Non-Emergency,SD,Private Tow,P151970393,1500 WOODALL ST,"(39.2699572,-76.5998408)"
07/16/2015 05:43:00 AM,Medium,CD,DISORDERLY,P151970394,1400 MADISON AV,"(39.3038580,-76.6283820)"
07/16/2015 05:46:00 AM,Non-Emergency,NW,LOUD MUSIC,P151970395,5300 NELSON AV,"(39.3469480,-76.6843619)"
07/16/2015 05:45:00 AM,High,ND,SILENT ALARM,P151970396,1200 E NORTHERN PY,"(39.2903848,-76.6121893)"
07/16/2015 05:46:00 AM,Low,NE,LOST ADULT,P151970397,6000 LOCH RAVEN BL,"(39.3643883,-76.5869230)"
07/16/2015 05:47:00 AM,Non-Emergency,SE,Repo,P151970398,500 N GLOVER ST,"(39.2971190,-76.5802498)"
07/16/2015 05:45:00 AM,Medium,NW,SICK CASE,P151970400,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
07/16/2015 05:52:00 AM,High,NE,SILENT ALARM,P151970403,6800 HARFORD RD,"(39.3647593,-76.5511622)"
07/16/2015 05:57:00 AM,Low,ED,WANTED ON WARR,P151970404,300 E MADISON ST,"(39.2996554,-76.6104373)"
07/16/2015 05:56:00 AM,Low,SE,OTHER,P151970405,100 OLDHAM ST,"(39.2915522,-76.5561096)"
07/16/2015 05:56:00 AM,Low,ND,HIT AND RUN,P151970406,BALTIMORE POLYTECHNIC INSTITUTE,"(39.344841,-76.642332)"
07/16/2015 05:59:00 AM,Medium,NE,911/NO  VOICE,P151970408,4700 HARFORD RD,"(39.3436970,-76.5690250)"
07/16/2015 06:02:00 AM,Non-Emergency,SE,Repairs/Service,P151970410,100,"(39.3810499,-76.6572571)"
07/16/2015 06:01:00 AM,Medium,SE,911/NO  VOICE,P151970411,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
07/16/2015 06:02:00 AM,Low,NW,ATTEMPTED,P151970412,3900 HILTON RD,"(39.3297572,-76.6687029)"
07/16/2015 06:03:00 AM,Medium,CD,MENTAL CASE,P151970413,0 N CALVERT ST,"(39.2899299,-76.6123462)"
07/16/2015 06:02:00 AM,Medium,ED,AED NONBREATHING,P151970414,1400 E MADISON ST,"(39.2996416,-76.5985848)"
07/16/2015 06:05:00 AM,Medium,NW,DISORDERLY,P151970415,2800 HILLDALE AV,"(39.3276260,-76.6599650)"
07/16/2015 06:06:00 AM,Medium,NW,DISORDERLY,P151970416,5300 NELSON AV,"(39.3469480,-76.6843619)"
07/15/2015 08:19:00 PM,Medium,CW,Lab Request,P151962863,1700 RUTLAND AV,"(39.3100010,-76.5931570)"
07/15/2015 08:19:00 PM,High,SE,Field Interview,P151962864,1900 THAMES ST,"(39.2823216,-76.5892212)"
07/15/2015 08:19:00 PM,High,NW,RA POLICE,P151962865,3500 HILTON RD,"(39.3265640,-76.6707179)"
07/15/2015 08:17:00 PM,Medium,ED,MENTAL CASE,P151962866,800 MC ALEER CT,"(39.3002411,-76.6060037)"
07/15/2015 08:18:00 PM,Medium,ED,FAMILY DISTURB,P151962867,1400 AISQUITH ST,"(39.3062309,-76.6025398)"
07/15/2015 08:16:00 PM,Medium,CW,Lab Request,P151962868,NORTHWEST DISTRICT,"(39.349975,-76.693382)"
07/15/2015 08:19:00 PM,Medium,ND,NARCOTICSOutside,P151962869,2700-2800 W GARRISON AV,"(39.3500090,-76.6658829)"
07/15/2015 08:15:00 PM,Medium,ED,911/NO  VOICE,P151962870,3900 PULASKI HY,"(39.2968916,-76.5638947)"
07/15/2015 08:19:00 PM,Medium,SD,COMMON ASSAULT,P151962871,S HANOVER ST/WASHBURN AV,"(39.236460,-76.610573)"
07/15/2015 08:18:00 PM,Medium,NE,DISORDERLY,P151962873,4300 SHAMROCK AV,"(39.3270610,-76.5635060)"
07/15/2015 08:21:00 PM,Medium,ND,911/NO  VOICE,P151962874,700 DRUID PARK LAKE DR,"(39.3167175,-76.6304122)"
07/15/2015 08:19:00 PM,Low,SE,ANIMAL CRUELTY,P151962875,600 N DECKER AV,"(39.2983600,-76.5746807)"
07/15/2015 08:20:00 PM,Medium,WD,911/NO  VOICE,P151962876,2500 PENNSYLVANIA AV,"(39.3104900,-76.6435070)"
07/15/2015 08:23:00 PM,High,CD,Traffic Stop,P151962877,MCCULLOH ST/W PRESTON ST,"(39.300173,-76.624830)"
07/15/2015 08:21:00 PM,Medium,SW,DISORDERLY,P151962878,W SARATOGA ST/N GRANTLEY ST,"(39.290933,-76.676806)"
07/15/2015 08:21:00 PM,High,SD,ARMED PERSON,P151962879,3800 8TH ST,"(39.2334380,-76.6005740)"
07/15/2015 08:23:00 PM,Non-Emergency,ND,VEHICLE DISTURB,P151962880,300 BLK WHITRIDGE AV,"(39.3216480,-76.6125081)"
07/15/2015 08:23:00 PM,Low,SD,DESTRUCT PROPTY,P151962881,1500 BOYLE ST,"(39.2718644,-76.6030288)"
07/15/2015 08:19:00 PM,Medium,NE,NARCOTICSOutside,P151962882,GRINDON AV/ELSRODE AV,"(39.342560,-76.572021)"
07/15/2015 08:23:00 PM,Medium,NE,NARCOTICSOutside,P151962883,2800 BLK GRINDON AV,"(39.3444831,-76.5736857)"
07/15/2015 08:25:00 PM,Low,CD,HIT AND RUN,P151962884,1500 PENNSYLVANIA AV,"(39.3022430,-76.6330752)"
07/15/2015 08:25:00 PM,Medium,NW,NARCOTICSOutside,P151962885,3800 WABASH AV,"(39.3286810,-76.6657770)"
07/15/2015 08:18:00 PM,Medium,NW,COMMON ASSAULT,P151962886,REISTERSTOWN RD/W NORTHERN PY,"(39.348794,-76.691853)"
07/15/2015 08:26:00 PM,Non-Emergency,NE,Tow - DO NOT USE,P151962887,6000 BLK BELAIR RD,"(39.3482617,-76.5387901)"
07/15/2015 08:25:00 PM,Medium,WD,JUV DISTURBANCE,P151962888,ROBERT W COLEMAN ELEMENTARY,"(39.312365,-76.655749)"
07/15/2015 08:26:00 PM,Medium,NW,911/NO  VOICE,P151962889,3100 CARLISLE AV,"(39.3184130,-76.6700756)"
07/15/2015 08:26:00 PM,Low,NE,DESTRUCT PROPTY,P151962890,6500 HARFORD RD,"(39.3616300,-76.5538360)"
07/15/2015 08:27:00 PM,High,SD,Field Interview,P151962891,1200 W PRATT ST,"(39.2856666,-76.6365675)"
07/15/2015 08:26:00 PM,Medium,NE,SICK CASE,P151962892,1300 CROFTON RD,"(39.3469607,-76.5953104)"
07/15/2015 08:27:00 PM,Low,SE,CHK WELL BEING,P151962893,900 S FAGLEY ST,"(39.2823083,-76.5642304)"
07/15/2015 08:25:00 PM,Medium,SE,PROSTITUTION,P151962894,6600-6610 GRACELAND AV,"(39.2820480,-76.5338190)"
07/15/2015 08:27:00 PM,High,CD,AUTO ACC/INJ PED,P151962895,PENNSYLVANIA AV/PITCHER ST,"(39.303114,-76.634125)"
07/15/2015 08:27:00 PM,Medium,NE,911/NO  VOICE,P151962896,2500 1/2 HARFORD RD,"(39.317209,-76.594969)"
07/15/2015 08:27:00 PM,Medium,SW,COMMON ASSAULT,P151962897,2300 BLK WASHINGTON BL,"(39.2695667,-76.6493895)"
07/15/2015 08:27:00 PM,Low,SE,LARCENY F/AUTO,P151962898,600 N CLINTON ST,"(39.2985053,-76.5709462)"
07/15/2015 08:28:00 PM,Low,SD,WANTED ON WARR,P151962899,2300 JOPLEA AV,"(39.2523673,-76.6264698)"
07/15/2015 08:29:00 PM,Medium,SE,911/NO  VOICE,P151962900,100 S HIGHLAND AV,"(39.2912109,-76.5696380)"
07/15/2015 08:29:00 PM,Low,CD,DESTRUCT PROPTY,P151962901,1400 PENNSYLVANIA AV,"(39.3011684,-76.6317262)"
07/15/2015 08:29:00 PM,Medium,ND,NARCOTICSOutside,P151962902,400 ILCHESTER AV,"(39.3229496,-76.6110051)"
07/15/2015 08:29:00 PM,Non-Emergency,NE,PRKG COMPLAINT,P151962903,4200 SEIDEL AV,"(39.3297643,-76.5628869)"
07/15/2015 08:31:00 PM,High,CD,Traffic Stop,P151962904,1700 EUTAW PL,"(39.3068760,-76.6304080)"
07/15/2015 08:29:00 PM,High,NW,SILENT ALARM,P151962905,4800 W FOREST PARK AV,"(39.3209788,-76.6981398)"
07/15/2015 08:30:00 PM,Non-Emergency,ND,RECOVER PROPERTY,P151962907,4400 UNDERWOOD RD,"(39.3431130,-76.6138770)"
07/15/2015 08:31:00 PM,Low,ED,LARCENY F/AUTO,P151962908,3300 E MONUMENT ST,"(39.2995582,-76.5709384)"
07/15/2015 08:31:00 PM,Low,NW,PEACE ORDER,P151962909,3700 MANCHESTER AV,"(39.3432160,-76.6764320)"
07/15/2015 08:31:00 PM,Medium,ED,DISORDERLY,P151962910,2300 GARRETT AV,"(39.3166379,-76.6013604)"
07/15/2015 08:33:00 PM,Non-Emergency,SW,RECOVER PROPERTY,P151962911,2000 BLK HOLLINS ST,"(39.2872720,-76.6487609)"
07/15/2015 08:30:00 PM,Medium,SE,DISORDERLY,P151962912,400 N LINWOOD AV,"(39.2959540,-76.5766820)"
07/15/2015 08:34:00 PM,Non-Emergency,SW,RECOVER PROPERTY,P151962913,100 BLK WILLARD ST,"(39.2856790,-76.6554260)"
07/15/2015 08:34:00 PM,Non-Emergency,CD,Foot  Patrol,P151962914,N EUTAW ST/W SARATOGA ST,"(39.292824,-76.621140)"
07/15/2015 08:33:00 PM,Medium,ND,DISORDERLY,P151962915,2600 GUILFORD AV,"(39.3196210,-76.6133380)"
07/15/2015 08:33:00 PM,Medium,CD,911/NO  VOICE,P151962916,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/15/2015 08:33:00 PM,Low,CD,PEACE ORDER,P151962917,500 N CALVERT ST,"(39.2957333,-76.6130390)"
07/15/2015 08:33:00 PM,Medium,CD,DISORDERLY,P151962918,700 W SARATOGA ST,"(39.2927501,-76.6272647)"
07/15/2015 08:30:00 PM,Non-Emergency,NE,SANITATION CMPT,P151962919,3900 SOUTHERN AV,"(39.3379440,-76.5599450)"
07/15/2015 08:32:00 PM,Medium,NE,LARCENCY,P151962920,6400 BLK HARFORD RD,"(39.3608145,-76.5541471)"
07/15/2015 08:36:00 PM,High,WD,Traffic Stop,P151962921,700 N FULTON AV,"(39.2965550,-76.6459590)"
07/15/2015 08:35:00 PM,Medium,CD,911/NO  VOICE,P151962922,1700 PENNSYLVANIA AV,"(39.3036306,-76.6357397)"
07/15/2015 08:37:00 PM,Medium,NW,SICK CASE,P151962923,DRUID PARK DR/HENRY G PARKS JR CI,"(39.325808,-76.657217)"
07/15/2015 08:36:00 PM,Medium,CD,COMMON ASSAULT,P151962924,700 W SARATOGA ST,"(39.2927501,-76.6272647)"
07/15/2015 08:38:00 PM,High,WD,Traffic Stop,P151962925,1800 W FAIRMOUNT AV,"(39.2889830,-76.6453027)"
07/15/2015 09:01:00 PM,Medium,ND,BURGLARY,P151963010,600 TUNBRIDGE RD,"(39.3565771,-76.6078784)"
07/15/2015 09:03:00 PM,Low,ND,INVEST,P151963011,100 W 29TH ST,"(39.3231493,-76.6188892)"
07/15/2015 09:04:00 PM,Medium,ED,911/NO  VOICE,P151963012,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
07/15/2015 07:44:00 PM,Low,WD,OTHER,P151963013,1600 N SMALLWOOD ST,"(39.3065450,-76.6527970)"
07/15/2015 09:04:00 PM,Low,SE,AUTO ACCIDENT,P151963014,S PRESIDENT ST/INTERNATIONAL DR,"(39.282983,-76.601704)"
07/15/2015 09:05:00 PM,Medium,CD,911/NO  VOICE,P151963015,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/15/2015 09:05:00 PM,Low,CD,INVESTIGATE,P151963016,300 LIGHT ST,"(39.2851556,-76.6140638)"
07/15/2015 09:00:00 PM,Medium,CD,DISORDERLY,P151963017,900 TYSON ST,"(39.3010106,-76.6193285)"
07/15/2015 09:02:00 PM,Medium,ED,COMMON ASSAULT,P151963018,1800 E FEDERAL ST,"(39.3086465,-76.5923372)"
07/15/2015 09:02:00 PM,Low,SE,AUTO ACCIDENT,P151963019,INTERNATIONAL DR/S PRESIDENT ST,"(39.282983,-76.601704)"
07/15/2015 09:08:00 PM,Non-Emergency,SD,Personal Relief,P151963020,4100 BLK HYDEN CT,"(39.2280129,-76.5980314)"
07/15/2015 09:08:00 PM,High,NW,Traffic Stop,P151963021,3000 OAKLEY AV,"(39.3480110,-76.6705470)"
07/15/2015 09:07:00 PM,Medium,CD,911/NO  VOICE,P151963022,300 LIGHT ST,"(39.2851556,-76.6140638)"
07/15/2015 08:39:00 PM,Medium,CW,Lab Request,P151962929,4100 DORIS AV,"(39.2298010,-76.6030070)"
07/15/2015 08:38:00 PM,Low,SE,AUTO ACCIDENT,P151962931,600 PRESIDENT ST,"(39.2841580,-76.6023008)"
07/15/2015 08:37:00 PM,Low,ED,OTHER,P151962932,700 N BELNORD AV,"(39.2992889,-76.5789567)"
07/15/2015 08:37:00 PM,Low,TRU,DESTRUCT PROPTY,P151962933,JOHNS HOPKINS UNIVERSITY,"(39.329413,-76.617654)"
07/15/2015 08:39:00 PM,Medium,WD,911/NO  VOICE,P151962934,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
07/15/2015 08:38:00 PM,Medium,NW,COMMON ASSAULT,P151962935,3700 GREENSPRING AV,"(39.3322087,-76.6561007)"
07/15/2015 08:38:00 PM,High,SE,CAR JACKING,P151962936,JEFFERSON ST/N ROBINSON ST,"(39.297081,-76.572977)"
07/15/2015 08:39:00 PM,High,WD,ARMED PERSON,P151962937,2400 BLK LAURETTA AV,"(39.2942339,-76.6548864)"
07/15/2015 08:41:00 PM,Medium,ND,FAMILY DISTURB,P151962938,2000 GUILFORD AV,"(39.3123851,-76.6125238)"
07/15/2015 08:41:00 PM,High,NE,SILENT ALARM,P151962939,5200 SAYBROOK RD,"(39.3278500,-76.5305350)"
07/15/2015 08:41:00 PM,Medium,WD,911/NO  VOICE,P151962940,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
07/15/2015 08:43:00 PM,Non-Emergency,SD,Foot  Patrol,P151962941,W PRATT ST/S PAYSON ST,"(39.285089,-76.648494)"
07/15/2015 08:42:00 PM,Medium,CD,DISORDERLY,P151962944,1400 PENNSYLVANIA AV,"(39.3011684,-76.6317262)"
07/15/2015 08:41:00 PM,Low,ND,OTHER,P151962945,900 EVESHAM AV,"(39.3620520,-76.6014670)"
